os1,os2,os3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s1_mean,s1_std,s1_trend,s2_mean,s2_std,s2_trend,s3_mean,s3_std,s3_trend,s4_mean,s4_std,s4_trend,s5_mean,s5_std,s5_trend,s6_mean,s6_std,s6_trend,s7_mean,s7_std,s7_trend,s8_mean,s8_std,s8_trend,s9_mean,s9_std,s9_trend,s10_mean,s10_std,s10_trend,s11_mean,s11_std,s11_trend,s12_mean,s12_std,s12_trend,s13_mean,s13_std,s13_trend,s14_mean,s14_std,s14_trend,s15_mean,s15_std,s15_trend,s16_mean,s16_std,s16_trend,s17_mean,s17_std,s17_trend,s18_mean,s18_std,s18_trend,s19_mean,s19_std,s19_trend,s20_mean,s20_std,s20_trend,s21_mean,s21_std,s21_trend
-0.0012,0.0001,100.0,518.67,642.37,1586.07,1398.13,14.62,21.61,554.08,2388.11,9048.15,1.3,47.15,522.42,2388.08,8134.02,8.4049,0.03,392,2388,100.0,39.09,23.3101,518.67,0.0,0.0,642.4440000000001,0.4061800367107373,0.09000000000003183,1586.109,3.813929003592448,4.319999999999936,1400.6550000000002,2.747581765035365,-2.509999999999991,14.62,0.0,0.0,21.61,0.0,0.0,554.109,0.42212294154401797,-0.4599999999999227,2388.077,0.0302030167735605,0.05999999999994543,9049.763,3.032967194018742,-1.4600000000009459,1.3,0.0,0.0,47.263999999999996,0.1107750473306631,0.0,521.934,0.31641042264053115,1.0199999999999818,2388.049,0.030349812373908554,0.06999999999970896,8132.331,3.4569525757681117,-6.559999999999491,8.41339,0.019343069387594714,-0.02909999999999968,0.03,0.0,0.0,391.9,0.7378647873726252,0.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.975,0.12149531312404746,0.15000000000000568,23.363840000000003,0.05316333740881928,-0.16860000000000142
0.0002,0.0,100.0,518.67,642.77,1592.93,1400.57,14.62,21.61,553.63,2388.04,9061.21,1.3,47.24,522.0,2388.03,8130.41,8.4034,0.03,392,2388,100.0,38.92,23.3792,518.67,0.0,0.0,642.515,0.3934533715139705,0.7100000000000364,1587.061,4.230745797138022,9.519999999999982,1400.697,2.742209368779392,0.4199999999998454,14.62,0.0,0.0,21.61,0.0,0.0,554.02,0.4196559437337925,-0.8899999999999864,2388.072,0.0319026296373167,-0.0500000000001819,9050.947,4.70992816647227,11.839999999998327,1.3,0.0,0.0,47.269999999999996,0.10728984626287091,0.060000000000002274,521.954,0.31330496325465246,0.20000000000004547,2388.05,0.02943920288813059,0.010000000000218279,8131.947,3.433297896256948,-3.8400000000001455,8.41435,0.018481837931691357,0.009599999999998943,0.03,0.0,0.0,392.0,0.6666666666666632,1.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.961,0.11864512913164875,-0.14000000000000057,23.36516,0.05338633200027887,0.01320000000000121
0.0034,-0.0003,100.0,518.67,642.14,1588.19,1394.75,14.62,21.61,553.98,2388.05,9046.28,1.3,47.25,521.52,2388.05,8127.9,8.424,0.03,392,2388,100.0,38.94,23.4562,518.67,0.0,0.0,642.422,0.3558026918892369,-0.9300000000000637,1587.661,3.8735698436113766,6.0,1400.089,3.3221460600709314,-6.079999999999927,14.62,0.0,0.0,21.61,0.0,0.0,554.074,0.3683355957698195,0.5399999999999636,2388.065,0.027588242261937717,-0.06999999999970896,9050.893,4.765272639978491,-0.5399999999990541,1.3,0.0,0.0,47.257,0.10011659869039168,-0.13000000000000256,521.9209999999999,0.34157966371941983,-0.3300000000000409,2388.0469999999996,0.027507574714684194,-0.02999999999974534,8131.926999999999,3.458686487992376,-0.2000000000007276,8.41523,0.018734581808930874,0.00879999999999903,0.03,0.0,0.0,391.9,0.5676462121975551,-1.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.962,0.11839669665061074,0.00999999999999801,23.38321,0.05019746452206918,0.18049999999999855
-0.001,0.0003,100.0,518.67,642.38,1590.83,1398.81,14.62,21.61,553.49,2388.12,9043.76,1.3,47.44,522.13,2388.03,8133.88,8.3891,0.03,392,2388,100.0,39.0,23.3696,518.67,0.0,0.0,642.425,0.3552542125797106,0.029999999999972715,1587.449,3.600316189818371,-2.1200000000001182,1400.0539999999999,3.3348403260126944,-0.3500000000001364,14.62,0.0,0.0,21.61,0.0,0.0,553.975,0.3799488269636943,-0.9900000000000091,2388.068,0.03190262963721419,0.02999999999974534,9050.532,5.180469305209176,-3.610000000000582,1.3,0.0,0.0,47.257,0.10011659869039168,0.0,521.9669999999999,0.33493117037517456,0.4600000000000364,2388.05,0.023094010768077784,0.03000000000020009,8131.872,3.4186020534713486,-0.5500000000001819,8.4145,0.019668756951062565,-0.00730000000000075,0.03,0.0,0.0,391.8,0.4216370213558206,-1.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.944,0.09240009620003849,-0.17999999999999972,23.381909999999998,0.05038300970234503,-0.013000000000001677
0.0023,-0.0004,100.0,518.67,642.77,1594.1,1399.39,14.62,21.61,554.0,2388.02,9054.16,1.3,47.36,522.56,2388.02,8136.61,8.3917,0.03,393,2388,100.0,38.95,23.4288,518.67,0.0,0.0,642.4590000000001,0.3716763825338439,0.34000000000003183,1588.477,3.903827324278192,10.279999999999973,1399.7800000000002,3.256972008886094,-2.740000000000009,14.62,0.0,0.0,21.61,0.0,0.0,554.0110000000001,0.361277055887989,0.36000000000001364,2388.059,0.031428932176628226,-0.09000000000014552,9050.725999999999,5.285956656819229,1.9400000000005093,1.3,0.0,0.0,47.263,0.10467409740077109,0.060000000000002274,521.9730000000001,0.3458981866901524,0.05999999999994543,2388.0440000000003,0.022211108332211106,-0.05999999999994543,8132.777,3.3474137612322976,9.049999999999272,8.41168,0.02079769217966196,-0.028200000000000003,0.03,0.0,0.0,392.0,0.47140452079103246,2.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.940000000000005,0.091043335224976,-0.03999999999999915,23.389789999999998,0.05099619702596659,0.07879999999999754
0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,518.67,0.0,0.0,642.462,0.3688360069192238,0.029999999999972715,1588.587,3.903764707163119,1.099999999999909,1398.9370000000001,2.978627760116325,-8.430000000000064,14.62,0.0,0.0,21.61,0.0,0.0,554.028,0.36156450169903964,0.16999999999995907,2388.061,0.03142893217666601,0.01999999999998181,9050.503,5.396801624830189,-2.2299999999995634,1.3,0.0,0.0,47.265,0.1043764554123383,0.01999999999999602,522.0519999999999,0.3118689183329608,0.7899999999999636,2388.043,0.02110818693218746,-0.010000000000218279,8132.281,3.160954321438558,-4.960000000000036,8.414919999999999,0.020182764924557884,0.03240000000000087,0.03,0.0,0.0,392.2,0.7888106377466023,2.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.928999999999995,0.0936245456894385,-0.10999999999999943,23.38578,0.04669389205833662,-0.040099999999998914
-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,518.67,0.0,0.0,642.4480000000001,0.36650905703541803,-0.13999999999998636,1589.138,3.7194527673965143,5.509999999999991,1399.126,3.1072324234493887,1.8899999999998727,14.62,0.0,0.0,21.61,0.0,0.0,554.055,0.3526171987990328,0.2700000000000955,2388.057,0.0340098025082746,-0.03999999999996362,9049.806999999999,5.2094146610822,-6.960000000000946,1.3,0.0,0.0,47.29,0.09533566430715848,0.25,522.063,0.3074284017818893,0.11000000000001364,2388.052,0.034576806613523886,0.09000000000014552,8132.014,2.7828730158274704,-2.6700000000000728,8.40996,0.014846114343863726,-0.049599999999999866,0.03,0.0,0.0,392.3,0.8232726023485439,1.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.946999999999996,0.08512082915217854,0.17999999999999972,23.397309999999997,0.046143290110508155,0.11529999999999774
-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,518.67,0.0,0.0,642.421,0.362351885449711,-0.2699999999999818,1588.318,4.134303112040203,-8.200000000000045,1399.427,2.924076492387724,3.0100000000002183,14.62,0.0,0.0,21.61,0.0,0.0,554.103,0.40354126871430507,0.4799999999999045,2388.064,0.039214509786104176,0.06999999999970896,9049.836,5.208632151426718,0.2900000000008731,1.3,0.0,0.0,47.309999999999995,0.09763879010583217,0.19999999999999574,522.144,0.3249341813693194,0.8100000000000591,2388.053,0.03529242915399486,0.009999999999763531,8131.4710000000005,3.135107476449222,-5.4299999999993815,8.41291,0.016139836843453412,0.029500000000000526,0.03,0.0,0.0,392.1,1.1005049346146132,-2.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.958999999999996,0.0846496045800255,0.11999999999999744,23.385849999999998,0.058370545273756506,-0.11460000000000292
0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,518.67,0.0,0.0,642.433,0.3404588407169107,0.12000000000000455,1588.0449999999998,4.277570052676875,-2.730000000000018,1399.491,2.953380172691199,0.6400000000001,14.62,0.0,0.0,21.61,0.0,0.0,554.11,0.4056270865380303,0.07000000000005002,2388.065,0.03865804501563531,0.010000000000218279,9049.484,5.011939522556285,-3.5200000000004366,1.3,0.0,0.0,47.294,0.09430447143869347,-0.1599999999999966,522.196,0.3213582286343749,0.5199999999999818,2388.056,0.0343834585558928,0.02999999999974534,8131.864,3.0543273491154164,3.930000000000291,8.41159,0.014887164493839311,-0.013199999999999434,0.03,0.0,0.0,392.3,1.0593499054713678,2.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.971999999999994,0.06528569691916887,0.13000000000000256,23.38718,0.05751706606642073,0.013300000000000978
-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,518.67,0.0,0.0,642.349,0.27049132251429725,-0.8399999999999181,1589.286,3.8174895764981507,12.410000000000082,1398.576,2.329249759997281,-9.150000000000091,14.62,0.0,0.0,21.61,0.0,0.0,554.066,0.3397777051086275,-0.4399999999999409,2388.067,0.03831158803501875,0.01999999999998181,9049.456,5.034916307368458,-0.27999999999883585,1.3,0.0,0.0,47.312,0.09577751997901487,0.17999999999999972,522.208,0.31835689267082096,0.12000000000000455,2388.054,0.03717824931676019,-0.01999999999998181,8132.679000000001,3.4741951905758546,8.149999999999636,8.41014,0.014571600994932665,-0.014499999999999957,0.03,0.0,0.0,392.1,1.2866839377079229,-2.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.974000000000004,0.06752777206453203,0.01999999999999602,23.38608,0.056878795111477386,-0.010999999999999233
0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,518.67,0.0,0.0,642.3140000000001,0.2894515887366371,-0.35000000000002274,1589.0970000000002,4.034991532416319,-1.8899999999998727,1398.453,2.387174294247127,-1.2300000000000182,14.62,0.0,0.0,21.61,0.0,0.0,554.071,0.3403739773314666,0.049999999999954525,2388.064,0.035652645218784085,-0.03000000000020009,9050.519,5.793531738067177,10.630000000001019,1.3,0.0,0.0,47.338,0.08107609594282064,0.259999999999998,522.161,0.31827486374015024,-0.4699999999999136,2388.052,0.03614784456503536,-0.01999999999998181,8131.805,4.135731159325996,-8.740000000000691,8.410689999999999,0.01445517592805696,0.005499999999999616,0.03,0.0,0.0,392.1,1.2866839377079229,0.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.958999999999996,0.054252496102318616,-0.15000000000000568,23.3886,0.05360236313198737,0.025200000000001666
0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,518.67,0.0,0.0,642.27,0.24198255217153472,-0.4399999999999409,1588.942,3.8988653620143703,-1.5499999999999545,1398.432,2.3673229137109613,-0.21000000000003638,14.62,0.0,0.0,21.61,0.0,0.0,554.204,0.4029943479063591,1.330000000000041,2388.064,0.035652645218784085,0.0,9049.494999999999,4.441036540667209,-10.239999999999782,1.3,0.0,0.0,47.339,0.07978443178685765,0.00999999999999801,522.153,0.32372999723695844,-0.08000000000004093,2388.056,0.03565264521960399,0.03999999999996362,8131.7339999999995,4.168306877164864,-0.7100000000000364,8.411829999999998,0.014264645495457483,0.011400000000000077,0.03,0.0,0.0,392.1,1.2866839377079229,0.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.969,0.05546770832354562,0.10000000000000142,23.400669999999998,0.0638586990506758,0.12069999999999936
-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,518.67,0.0,0.0,642.327,0.27309135630562303,0.57000000000005,1588.963,3.8949284688915866,0.21000000000003638,1399.2,2.284406074040399,7.680000000000064,14.62,0.0,0.0,21.61,0.0,0.0,554.267,0.4132002473916021,0.6299999999999955,2388.063,0.03622460796486931,-0.010000000000218279,9049.579999999998,4.380385574097926,0.8499999999985448,1.3,0.0,0.0,47.342,0.07656515018086407,0.030000000000001137,522.192,0.25524715691074706,0.38999999999998636,2388.059,0.03634709219683145,0.02999999999974534,8132.386,4.008838013966151,6.520000000000437,8.406960000000002,0.017576764965904275,-0.04870000000000019,0.03,0.0,0.0,392.1,1.2866839377079229,0.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.958000000000006,0.070679244163717,-0.10999999999999943,23.39011,0.06236958749618755,-0.10559999999999903
0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,518.67,0.0,0.0,642.343,0.28111089152379976,0.15999999999996817,1588.027,4.477506870768582,-9.3599999999999,1399.367,2.3135833198264,1.6700000000000728,14.62,0.0,0.0,21.61,0.0,0.0,554.348,0.31061945277863157,0.8099999999999454,2388.054,0.03134042472927519,-0.08999999999969077,9049.85,4.052749409693354,2.6999999999989086,1.3,0.0,0.0,47.345,0.08127456893488567,0.030000000000001137,522.1490000000001,0.29927505000499066,-0.42999999999995,2388.0649999999996,0.03597838857593137,0.05999999999994543,8131.659,4.352290457014518,-7.270000000000437,8.41154,0.018355695452788923,0.04580000000000162,0.03,0.0,0.0,392.1,1.2866839377079229,0.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.93900000000001,0.0826572575290265,-0.18999999999999773,23.38407,0.06730580377814584,-0.06039999999999779
0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,518.67,0.0,0.0,642.3100000000001,0.24207436873807797,-0.32999999999992724,1587.617,4.024411758257497,-4.099999999999909,1399.7279999999998,2.5834722543292905,3.6099999999999,14.62,0.0,0.0,21.61,0.0,0.0,554.3779999999999,0.28685265284549644,0.2999999999999545,2388.056,0.029514591494707417,0.01999999999998181,9049.009999999998,3.9287968189291025,-8.399999999999636,1.3,0.0,0.0,47.339999999999996,0.08178562764254496,-0.04999999999999716,522.068,0.2849483383976019,-0.8099999999999454,2388.064,0.03747591819439897,-0.009999999999763531,8132.014999999999,4.911881852541926,3.5600000000004,8.41667,0.0193371289377597,0.05129999999999946,0.03,0.0,0.0,391.9,1.286683937707939,-2.0,2388.0,0.0,0.0,100.0,0.0,0.0,38.957,0.10252912865240305,0.17999999999999972,23.382830000000002,0.06649955806035299,-0.012399999999999523
